iter	MultiClass
270	0.03621159719
271	0.03594208777
272	0.03582421746
273	0.0355554157
274	0.03533770505
275	0.03514038003
276	0.03489378271
277	0.03471495353
278	0.03452437547
279	0.03439756041
280	0.03424392907
281	0.03400108005
282	0.03384555305
283	0.03370344516
284	0.03352029875
285	0.03332059173
286	0.03324702644
287	0.0331108077
288	0.03297850739
289	0.03283010612
290	0.03269599686
291	0.03242475503
292	0.0323116107
293	0.03212325597
294	0.03197367053
295	0.03183735482
296	0.03175801231
297	0.03166680427
298	0.03154404089
299	0.03146655705
300	0.03134757132
301	0.03110104684
302	0.03096590049
303	0.03075543507
304	0.03069261819
305	0.03047205901
306	0.03033123105
307	0.03020401179
308	0.03004295478
309	0.02995485597
310	0.02982713362
311	0.02961128162
312	0.02942836043
313	0.02936040082
314	0.02917673803
315	0.02905647683
316	0.02898728596
317	0.02877065804
318	0.02867120442
319	0.0285827457
320	0.02844364287
321	0.02838988101
322	0.02825254849
323	0.02813200598
324	0.0280089147
325	0.02790702694
326	0.02779785447
327	0.02760228668
328	0.02744401619
329	0.02738121398
330	0.02730346958
331	0.02714767529
332	0.02702161881
333	0.02689663218
334	0.02680585285
335	0.02663991216
336	0.02649377269
337	0.02637731097
338	0.02625003835
339	0.02610209396
340	0.02595665329
341	0.02589433656
342	0.02577511472
343	0.02569892217
344	0.02557343315
345	0.02545804839
346	0.02535691128
347	0.02526500659
348	0.02513679522
349	0.02499661577
350	0.02487428339
351	0.02477463796
352	0.02468585473
353	0.02454754712
354	0.02443858767
355	0.02435398558
356	0.02429605872
357	0.02416974858
358	0.02409477424
359	0.02397427752
360	0.02386939402
361	0.02373587023
362	0.0236913356
363	0.02355103457
364	0.02346527438
365	0.02340633758
366	0.02327544344
367	0.02320156122
368	0.0231148161
369	0.02301624995
370	0.02292819473
371	0.02286493348
372	0.02278759687
373	0.02269736355
374	0.0226195333
375	0.0225154697
376	0.02237609949
377	0.02230657639
378	0.02220196792
379	0.02206604318
380	0.02196971524
381	0.02187898515
382	0.02179427973
383	0.02173034133
384	0.02165865588
385	0.02159944914
386	0.02153348633
387	0.02147463448
388	0.02137567029
389	0.02130448758
390	0.02126613679
391	0.02117791573
392	0.02111613276
393	0.021059553
394	0.02099453423
395	0.02094268008
396	0.02089344361
397	0.02080281216
398	0.02070976952
399	0.02059308621
400	0.02052301842
401	0.02045534962
402	0.020347479
403	0.02029437226
404	0.02024959225
405	0.02011846585
406	0.02005873031
407	0.0200169317
408	0.01992831686
409	0.01983369473
410	0.01972161217
411	0.01962330964
412	0.01953835392
413	0.01949691276
414	0.01939853684
415	0.01935974195
416	0.01928478101
417	0.01925174894
418	0.01916850691
419	0.01912575108
420	0.01904678548
421	0.01896910652
422	0.01889749774
423	0.01880054713
424	0.01873337542
425	0.01864448569
426	0.01857118416
427	0.01848877537
428	0.01839617665
429	0.01835797439
430	0.01825496519
431	0.01817637756
432	0.01812382599
433	0.01804665557
434	0.01798681558
435	0.01796025963
436	0.01789049088
437	0.01784333897
438	0.0178118845
439	0.0177409439
440	0.01768858301
441	0.01765411944
442	0.01760614053
443	0.01756812108
444	0.01751990557
445	0.01748097599
446	0.01739784491
447	0.01733229667
448	0.0172823757
449	0.01722519712
450	0.01714823942
451	0.01711290057
452	0.01707902601
453	0.01703162195
454	0.01697448577
455	0.01693194014
456	0.01689147193
457	0.01685700087
458	0.01680576264
459	0.0167547665
460	0.01668380723
461	0.01661446158
462	0.01657340306
463	0.01654901173
464	0.01648049596
465	0.01643697171
466	0.01639749908
467	0.01635379497
468	0.01632497308
469	0.01625663123
470	0.01620520123
471	0.01612994548
472	0.01608966204
473	0.01602805807
474	0.01598923497
475	0.01595034522
476	0.01589996608
477	0.01581962335
478	0.01576992997
479	0.01571583696
480	0.01566920201
481	0.01561973735
482	0.01558806333
483	0.01553942151
484	0.01548182129
485	0.01542483789
486	0.01538716336
487	0.01534460661
488	0.0152835646
489	0.0152295776
490	0.01518922301
491	0.01512327271
492	0.01508952143
493	0.0150324698
494	0.01498819519
495	0.01495521223
496	0.01490061579
497	0.01484808501
498	0.01482208239
499	0.01475574319
500	0.01472588584
501	0.01468357006
502	0.01463662324
503	0.01461446288
504	0.0145561074
505	0.01450866196
506	0.01447227175
507	0.01442960098
508	0.01437534843
509	0.01433603067
510	0.01429546764
511	0.01425948692
512	0.01420168363
513	0.01414799387
514	0.01413498383
515	0.01407519996
516	0.01402433546
517	0.01399461133
518	0.01394433556
519	0.01391943854
520	0.01386475894
521	0.01382651385
522	0.01379478118
523	0.01374555863
524	0.01371244356
525	0.01366178544
526	0.01363960971
527	0.01360511928
528	0.01357099951
529	0.01352617251
530	0.01350636057
531	0.01347436597
532	0.0134294296
533	0.01339859508
534	0.01335582415
535	0.01331233684
536	0.01326693884
537	0.01324239785
538	0.01319312485
539	0.01315444167
540	0.01313637775
541	0.01310446288
542	0.01308603678
543	0.01304842137
544	0.01300928761
545	0.01298338212
546	0.0129403954
547	0.01289340155
548	0.0128593765
549	0.01282019869
550	0.01278532617
551	0.01275352132
552	0.01270798211
553	0.01266863448
554	0.01263003694
555	0.0125950735
556	0.0125697487
557	0.01251991261
